觀測站ID,觀測站,年,月,時間,平均溫度,最高溫度,最高溫度發生日期,最低溫度,最低溫度發生日期,累積降水量,降雨日數,最大10分鐘風風速,最大10分鐘風發生日期,最大10分鐘風風向,最大瞬間風風速,最大瞬間風發生日期,最大瞬間風風向,平均相對濕度,最小相對濕度,最小相對濕度發生日期,平均測站氣壓,總日照時數
466910,鞍部,2023,3,2023/03,13.3,25.6,2023/03/23,5.5,2023/03/13,80,11,10.2,2023/03/23,360,18.4,2023/03/12,350,89,29,2023/03/09,923.8,111.9
466920,臺北,2023,3,2023/03,20.0,32.6,2023/03/23,12.6,2023/03/05,23.5,7,8.7,2023/03/23,330,18.5,2023/03/23,330,72,25,2023/03/06,1014.4,151.0
466930,竹子湖,2023,3,2023/03,15.3,28.0,2023/03/23,7.5,2023/03/13,53,9,9.8,2023/03/25,20,16.7,2023/03/12,30,86,32,2023/03/06,948.1,147.1
466940,基隆,2023,3,2023/03,18.5,29.7,2023/03/23,11.3,2023/03/05,129.5,12,10.7,2023/03/12,360,17.2,2023/03/12,20,80,36,2023/03/11,1014.8,132.0
466950,彭佳嶼,2023,3,2023/03,18.6,27.1,2023/03/23,13.4,2023/03/13,77,10,16.1,2023/03/23,300,24.4,2023/03/12,10,81,37,2023/03/05,1006.4,137.0
466990,花蓮,2023,3,2023/03,21.0,29.6,2023/03/23,13.6,2023/03/06,21.5,6,11.2,2023/03/13,50,19.9,2023/03/12,60,77,29,2023/03/05,1015.3,134.4
467050,新屋,2023,3,2023/03,18.5,26.5,2023/03/23,10.4,2023/03/07,26.5,7,13.8,2023/03/02,50,20.9,2023/03/02,40,85,33,2023/03/06,1015.2,155.4
467060,蘇澳,2023,3,2023/03,19.7,30.9,2023/03/23,11.9,2023/03/06,112.5,14,8.5,2023/03/12,20,18.5,2023/03/12,50,80,32,2023/03/05,1014.8,124.5
467080,宜蘭,2023,3,2023/03,19.5,29.8,2023/03/23,10.7,2023/03/05,46.5,8,7.0,2023/03/01,320,14.1,2023/03/23,340,85,38,2023/03/06,1017.2,131.3
467110,金門,2023,3,2023/03,16.6,28.4,2023/03/10,9.7,2023/03/03,66,8,9.7,2023/03/02,60,16.5,2023/03/02,60,75,17,2023/03/06,1015.4,176.0
467300,東吉島,2023,3,2023/03,20.7,29.1,2023/03/21,15.8,2023/03/03,4.5,3,20.6,2023/03/13,40,26.8,2023/03/13,50,78,38,2023/03/05,1012.0,222.3
467350,澎湖,2023,3,2023/03,20.0,28.1,2023/03/23,14.6,2023/03/01,10,6,9.9,2023/03/13,20,19.1,2023/03/13,10,80,42,2023/03/05,1016.0,203.3
467410,臺南,2023,3,2023/03,21.6,30.3,2023/03/24,13.6,2023/03/03,T,0,7.9,2023/03/02,10,13.8,2023/03/25,30,70,25,2023/03/09,1013.8,274.6
467441,高雄,2023,3,2023/03,21.6,32.1,2023/03/24,11.3,2023/03/03,T,0,5.9,2023/03/11,260,9.5,2023/03/11,250,72,28,2023/03/01,1014.8,279.1
467480,嘉義,2023,3,2023/03,20.4,31.3,2023/03/23,10.9,2023/03/06,15,3,6.8,2023/03/10,250,10.8,2023/03/22,240,80,27,2023/03/09,1013.2,253.2
467490,臺中,2023,3,2023/03,20.8,32.2,2023/03/23,12.5,2023/03/06,19.5,3,4.9,2023/03/02,360,10.3,2023/03/02,350,68,20,2023/03/05,1006.8,222.7
467530,阿里山,2023,3,2023/03,8.6,19.6,2023/03/22,-1.6,2023/03/05,40.5,4,4.1,2023/03/15,140,10.3,2023/03/22,260,71,2,2023/03/07,765.4,186.9
467540,大武,2023,3,2023/03,23.6,36.6,2023/03/21,14.7,2023/03/06,12.5,6,7.2,2023/03/02,30,14.1,2023/03/04,50,66,31,2023/03/21,1015.7,178.0
467550,玉山,2023,3,2023/03,1.8,18.3,2023/03/17,-8.5,2023/03/04,9,4,13.2,2023/03/23,270,24.1,2023/03/23,260,68,10,2023/03/02,642.7,219.5
467571,新竹,2023,3,2023/03,19.3,29.0,2023/03/23,12.1,2023/03/06,23.5,3,6.6,2023/03/12,30,14.4,2023/03/12,20,74,20,2023/03/06,1014.1,161.9
467590,恆春,2023,3,2023/03,23.3,31.5,2023/03/25,15.1,2023/03/04,0.5,1,11.6,2023/03/13,30,25.5,2023/03/13,40,68,36,2023/03/01,1013.4,231.3
467610,成功,2023,3,2023/03,21.2,29.1,2023/03/24,14.8,2023/03/06,83,13,9.9,2023/03/13,10,19.0,2023/03/13,20,76,30,2023/03/05,1012.5,131.5
467620,蘭嶼,2023,3,2023/03,20.3,27.5,2023/03/24,16.0,2023/03/03,247.5,12,20.0,2023/03/28,30,26.4,2023/03/13,20,86,54,2023/03/06,979.1,146.3
467650,日月潭,2023,3,2023/03,17.0,30.2,2023/03/22,9.7,2023/03/03,24,4,6.2,2023/03/26,180,15.4,2023/03/26,190,76,32,2023/03/09,904.4,197.5
467660,臺東,2023,3,2023/03,22.5,29.0,2023/03/21,15.8,2023/03/06,10.5,4,6.0,2023/03/13,60,12.8,2023/03/13,50,70,30,2023/03/05,1015.5,167.2
467990,馬祖,2023,3,2023/03,13.3,23.2,2023/03/22,8.2,2023/03/03,92,7,12.6,2023/03/22,190,20.9,2023/03/22,200,87,21,2023/03/06,1009.1,153.1
466881,新北,2023,4,2023/04,21.6,33.6,2023/04/18,15.2,2023/04/08,118,10,5.8,2023/04/19,270,13.2,2023/04/19,270,80,35,2023/04/18,1010.3,102.4
466900,淡水,2023,4,2023/04,21.7,31.0,2023/04/13,14.8,2023/04/07,82.5,11,6.3,2023/04/07,20,12.6,2023/04/08,30,83,45,2023/04/16,1011.0,121.8
466910,鞍部,2023,4,2023/04,16.3,26.7,2023/04/18,8.4,2023/04/07,135,14,8.1,2023/04/07,360,16.0,2023/04/08,200,92,46,2023/04/18,920.4,91.5
466920,臺北,2023,4,2023/04,22.6,33.1,2023/04/18,16.5,2023/04/07,109.5,9,5.8,2023/04/19,290,15.8,2023/04/08,90,75,35,2023/04/18,1009.6,111.9
466930,竹子湖,2023,4,2023/04,18.1,28.3,2023/04/18,11.1,2023/04/08,124.5,12,7.7,2023/04/26,30,15.4,2023/04/26,30,89,46,2023/04/16,944.3,102.0
466940,基隆,2023,4,2023/04,21.7,31.5,2023/04/18,15.7,2023/04/07,146,14,8.9,2023/04/08,20,14.7,2023/04/19,220,79,32,2023/04/18,1010.0,116.9
466950,彭佳嶼,2023,4,2023/04,20.8,27.8,2023/04/29,14.7,2023/04/07,122.5,11,19.0,2023/04/04,160,24.1,2023/04/20,260,83,43,2023/04/08,1001.8,134.0
466990,花蓮,2023,4,2023/04,22.7,30.3,2023/04/29,15.6,2023/04/10,37.5,12,9.6,2023/04/07,60,15.2,2023/04/07,50,87,53,2023/04/08,1011.1,93.7
467050,新屋,2023,4,2023/04,21.5,28.6,2023/04/29,15.7,2023/04/07,161.5,10,14.3,2023/04/19,270,23.7,2023/04/19,290,87,50,2023/04/08,1010.5,120.0
467080,宜蘭,2023,4,2023/04,21.8,30.1,2023/04/19,14.8,2023/04/10,51,10,7.1,2023/04/15,320,12.5,2023/04/15,290,90,55,2023/04/08,1012.6,94.6
467110,金門,2023,4,2023/04,20.1,30.8,2023/04/15,14.0,2023/04/09,99,8,8.3,2023/04/08,50,18.2,2023/04/19,280,82,31,2023/04/09,1010.3,136.6
467300,東吉島,2023,4,2023/04,23.4,30.6,2023/04/17,19.2,2023/04/08,11.5,3,18.0,2023/04/08,40,23.7,2023/04/08,30,83,51,2023/04/16,1007.6,179.2
467350,澎湖,2023,4,2023/04,23.0,30.2,2023/04/18,18.4,2023/04/01,70.5,4,8.3,2023/04/08,20,18.4,2023/04/08,10,83,54,2023/04/08,1011.3,150.0
467410,臺南,2023,4,2023/04,25.3,33.4,2023/04/18,18.2,2023/04/08,1,2,8.4,2023/04/18,190,13.5,2023/04/18,210,73,44,2023/04/11,1009.3,221.7
467441,高雄,2023,4,2023/04,25.6,34.4,2023/04/18,18.7,2023/04/08,2.5,1,5.2,2023/04/11,270,11.5,2023/04/18,160,74,43,2023/04/05,1010.5,222.6
467480,嘉義,2023,4,2023/04,24.1,33.4,2023/04/18,17.3,2023/04/10,79.5,5,6.9,2023/04/19,240,12.4,2023/04/19,250,84,39,2023/04/18,1008.7,164.3
467490,臺中,2023,4,2023/04,23.9,32.2,2023/04/16,17.8,2023/04/01,188.5,6,4.6,2023/04/07,360,9.7,2023/04/07,10,73,38,2023/04/16,1002.3,150.5
467530,阿里山,2023,4,2023/04,11.7,20.1,2023/04/12,4.8,2023/04/10,135,7,3.7,2023/04/19,280,13.0,2023/04/19,280,85,22,2023/04/16,764.4,128.7
467540,大武,2023,4,2023/04,25.4,37.5,2023/04/19,17.9,2023/04/10,32.5,5,8.0,2023/04/07,30,14.7,2023/04/07,30,72,36,2023/04/19,1011.8,116.0
467550,玉山,2023,4,2023/04,5.7,23.2,2023/04/17,-2.6,2023/04/16,74,8,17.3,2023/04/20,290,31.0,2023/04/20,290,81,12,2023/04/02,641.5,185.3
467571,新竹,2023,4,2023/04,22.1,31.5,2023/04/19,16.1,2023/04/07,141,8,6.2,2023/04/08,60,15.3,2023/04/08,50,80,47,2023/04/08,1009.4,113.6
467590,恆春,2023,4,2023/04,25.4,32.0,2023/04/30,20.1,2023/04/09,5.5,2,9.8,2023/04/08,30,19.9,2023/04/08,360,73,42,2023/04/11,1009.4,155.7
467610,成功,2023,4,2023/04,23.0,30.0,2023/04/29,16.9,2023/04/10,69.5,13,9.1,2023/04/07,20,16.4,2023/04/07,10,84,55,2023/04/09,1008.4,91.9
467620,蘭嶼,2023,4,2023/04,22.1,27.4,2023/04/29,17.7,2023/04/08,140.5,14,17.6,2023/04/27,30,22.9,2023/04/27,10,91,65,2023/04/10,975.7,97.3
467650,日月潭,2023,4,2023/04,19.4,29.7,2023/04/17,13.5,2023/04/10,124.5,7,3.6,2023/04/01,170,9.9,2023/04/19,280,90,40,2023/04/16,901.4,104.6
467660,臺東,2023,4,2023/04,24.2,31.3,2023/04/19,18.4,2023/04/10,13,9,6.3,2023/04/07,60,13.9,2023/04/07,60,77,39,2023/04/18,1011.6,125.1
467990,馬祖,2023,4,2023/04,17.1,26.9,2023/04/16,11.8,2023/04/09,126.5,12,11.2,2023/04/19,240,19.8,2023/04/19,240,93,37,2023/04/08,1003.7,118.9
466881,新北,2023,5,2023/05,24.8,35.9,2023/05/18,17.7,2023/05/01,278,12,7.7,2023/05/18,290,15.8,2023/05/22,280,80,38,2023/05/15,1007.6,124.6
466900,淡水,2023,5,2023/05,25.1,34.1,2023/05/18,17.8,2023/05/10,218,10,7.7,2023/05/22,20,15.2,2023/05/22,30,82,37,2023/05/15,1008.3,141.3
466910,鞍部,2023,5,2023/05,19.2,27.0,2023/05/05,11.9,2023/05/09,236.5,16,7.9,2023/05/01,80,19.4,2023/05/31,340,92,36,2023/05/01,918.9,87.3
466920,臺北,2023,5,2023/05,25.8,35.0,2023/05/22,18.6,2023/05/08,182.5,13,7.2,2023/05/18,270,16.1,2023/05/18,290,76,31,2023/05/15,1007.0,136.4
466930,竹子湖,2023,5,2023/05,21.1,29.9,2023/05/26,13.3,2023/05/10,228,13,8.8,2023/05/22,20,16.0,2023/05/22,330,89,42,2023/05/01,942.6,105.8
466940,基隆,2023,5,2023/05,24.8,34.3,2023/05/18,18.4,2023/05/08,182.5,17,12.1,2023/05/31,360,18.0,2023/05/31,350,80,44,2023/05/16,1007.3,115.4
466950,彭佳嶼,2023,5,2023/05,23.2,29.4,2023/05/22,17.6,2023/05/10,59,10,18.8,2023/05/22,260,22.9,2023/05/22,260,88,56,2023/05/01,999.4,126.7
466990,花蓮,2023,5,2023/05,24.8,32.5,2023/05/29,18.5,2023/05/10,127,18,11.7,2023/05/30,50,19.6,2023/05/30,50,84,43,2023/05/11,1008.6,113.2
467050,新屋,2023,5,2023/05,24.6,33.1,2023/05/29,18.1,2023/05/08,366.5,11,13.1,2023/05/18,260,21.7,2023/05/18,220,85,47,2023/05/17,1007.8,159.6
467080,宜蘭,2023,5,2023/05,24.5,31.6,2023/05/05,17.9,2023/05/10,85.5,13,10.0,2023/05/31,40,19.8,2023/05/31,40,90,52,2023/05/10,1010.1,93.7
467110,金門,2023,5,2023/05,23.8,37.8,2023/05/31,15.9,2023/05/10,79,7,9.3,2023/05/22,250,15.0,2023/05/30,30,83,27,2023/05/01,1007.7,149.6
467300,東吉島,2023,5,2023/05,25.8,32.5,2023/05/04,22.0,2023/05/09,41,6,17.9,2023/05/31,10,23.5,2023/05/31,20,85,54,2023/05/04,1005.3,196.9
467350,澎湖,2023,5,2023/05,25.7,30.8,2023/05/04,21.5,2023/05/09,82,5,8.9,2023/05/31,350,17.6,2023/05/31,340,83,51,2023/05/01,1009.0,165.3
467410,臺南,2023,5,2023/05,27.4,33.6,2023/05/30,20.7,2023/05/09,28.5,8,9.1,2023/05/05,200,13.4,2023/05/05,200,74,47,2023/05/04,1007.1,190.7
467441,高雄,2023,5,2023/05,27.3,35.8,2023/05/06,21.2,2023/05/09,62,8,5.5,2023/05/25,260,10.8,2023/05/04,160,78,42,2023/05/06,1008.4,199.4
467480,嘉義,2023,5,2023/05,26.5,35.5,2023/05/06,19.5,2023/05/01,162.5,4,7.7,2023/05/05,240,13.7,2023/05/31,360,86,38,2023/05/06,1006.4,165.1
467490,臺中,2023,5,2023/05,26.4,35.9,2023/05/30,19.3,2023/05/08,178.5,9,6.8,2023/05/31,20,14.5,2023/05/31,10,74,41,2023/05/06,1000.1,145.4
467530,阿里山,2023,5,2023/05,13.3,22.0,2023/05/29,7.7,2023/05/14,373.5,16,6.0,2023/05/23,340,12.9,2023/05/23,340,90,33,2023/05/28,764.2,111.7
467540,大武,2023,5,2023/05,26.5,39.7,2023/05/06,20.1,2023/05/09,205,13,6.7,2023/05/06,170,14.5,2023/05/06,180,78,33,2023/05/06,1009.3,131.0
467550,玉山,2023,5,2023/05,7.6,24.8,2023/05/04,0.3,2023/05/15,305.5,16,11.7,2023/05/07,290,24.1,2023/05/07,290,90,13,2023/05/28,641.3,119.7
467571,新竹,2023,5,2023/05,25.4,35.5,2023/05/29,18.4,2023/05/08,427.5,10,6.1,2023/05/22,20,16.4,2023/05/22,10,79,42,2023/05/01,1006.7,150.3
467590,恆春,2023,5,2023/05,26.9,33.3,2023/05/17,21.4,2023/05/16,93,11,8.3,2023/05/01,30,17.3,2023/05/01,30,77,33,2023/05/11,1007.2,151.7
467610,成功,2023,5,2023/05,24.9,32.3,2023/05/31,19.6,2023/05/14,192.5,16,10.5,2023/05/30,20,23.1,2023/05/30,340,85,52,2023/05/31,1005.9,106.1
467620,蘭嶼,2023,5,2023/05,23.6,27.8,2023/05/19,18.2,2023/05/15,207.5,14,29.4,2023/05/30,30,43.3,2023/05/30,30,95,68,2023/05/10,973.4,67.8
467650,日月潭,2023,5,2023/05,21.2,30.7,2023/05/04,16.0,2023/05/14,262.5,12,4.8,2023/05/20,180,12.6,2023/05/21,160,92,45,2023/05/06,900.2,88.4
467660,臺東,2023,5,2023/05,25.8,34.3,2023/05/30,20.2,2023/05/14,93.5,12,6.5,2023/05/30,50,16.3,2023/05/30,50,79,45,2023/05/30,1009.0,129.4
467990,馬祖,2023,5,2023/05,21.5,28.7,2023/05/18,14.5,2023/05/01,48,6,12.7,2023/05/05,220,19.7,2023/05/05,220,90,48,2023/05/11,1001.1,139.6
466881,新北,2023,6,2023/06,27.5,35.7,2023/06/20,21.8,2023/06/13,361.5,16,5.2,2023/06/20,290,10.6,2023/06/20,230,83,48,2023/06/29,1004.7,133.6
466900,淡水,2023,6,2023/06,28.1,34.6,2023/06/27,22.7,2023/06/13,109.5,13,5.6,2023/06/03,150,11.7,2023/06/30,170,86,47,2023/06/01,1005.4,160.7
466910,鞍部,2023,6,2023/06,22.4,28.1,2023/06/20,18.5,2023/06/13,162.5,15,10.3,2023/06/01,360,19.5,2023/06/01,350,93,47,2023/06/12,917.3,84.5
466920,臺北,2023,6,2023/06,28.8,36.2,2023/06/20,22.9,2023/06/15,482,13,6.1,2023/06/01,320,12.2,2023/06/20,270,79,47,2023/06/29,1004.1,136.3
466930,竹子湖,2023,6,2023/06,24.1,31.1,2023/06/23,20.2,2023/06/13,153,14,5.4,2023/06/03,20,17.1,2023/06/01,320,91,50,2023/06/13,940.7,111.9
466940,基隆,2023,6,2023/06,28.2,35.6,2023/06/20,23.7,2023/06/14,135,12,10.8,2023/06/20,210,17.3,2023/06/20,210,80,47,2023/06/20,1004.2,164.5
466950,彭佳嶼,2023,6,2023/06,26.8,31.5,2023/06/06,21.3,2023/06/15,39,6,16.4,2023/06/21,270,20.7,2023/06/01,340,90,59,2023/06/11,996.2,195.3
466990,花蓮,2023,6,2023/06,27.6,32.6,2023/06/20,23.3,2023/06/13,441.5,16,11.2,2023/06/28,180,17.1,2023/06/28,190,84,58,2023/06/01,1005.8,182.3
467050,新屋,2023,6,2023/06,27.9,32.6,2023/06/03,22.8,2023/06/13,82.5,9,11.2,2023/06/20,250,17.5,2023/06/20,250,88,59,2023/06/28,1005.2,208.0
467080,宜蘭,2023,6,2023/06,27.5,34.2,2023/06/30,22.1,2023/06/13,126.5,18,9.0,2023/06/01,300,14.2,2023/06/01,300,88,60,2023/06/22,1006.9,153.1
467110,金門,2023,6,2023/06,27.8,33.8,2023/06/03,22.2,2023/06/16,129,9,6.9,2023/06/29,150,12.4,2023/06/29,140,90,50,2023/06/13,1004.5,186.7
467300,東吉島,2023,6,2023/06,28.5,35.4,2023/06/09,24.4,2023/06/26,125.5,7,17.2,2023/06/01,360,21.7,2023/06/01,20,87,62,2023/06/09,1003.2,245.7
467350,澎湖,2023,6,2023/06,28.5,32.6,2023/06/29,24.6,2023/06/15,104.5,8,8.1,2023/06/01,340,14.5,2023/06/01,320,86,65,2023/06/05,1006.5,221.8
467410,臺南,2023,6,2023/06,29.4,34.3,2023/06/29,24.5,2023/06/26,179.5,11,10.1,2023/06/01,10,17.1,2023/06/01,20,77,51,2023/06/28,1005.1,208.6
467441,高雄,2023,6,2023/06,28.8,34.1,2023/06/01,23.9,2023/06/16,350.5,11,5.2,2023/06/07,260,11.5,2023/06/29,180,82,52,2023/06/01,1006.4,213.5
467480,嘉義,2023,6,2023/06,28.7,35.6,2023/06/24,23.7,2023/06/19,230.5,14,6.7,2023/06/24,240,12.0,2023/06/01,20,86,48,2023/06/24,1004.4,170.8
467490,臺中,2023,6,2023/06,28.7,34.5,2023/06/24,24.2,2023/06/08,162.5,15,5.4,2023/06/29,200,12.6,2023/06/30,280,77,49,2023/06/24,998.1,151.8
467530,阿里山,2023,6,2023/06,14.4,20.7,2023/06/12,9.3,2023/06/26,294,24,4.5,2023/06/01,360,12.7,2023/06/01,340,94,43,2023/06/23,764.0,88.9
467540,大武,2023,6,2023/06,27.9,35.7,2023/06/18,23.5,2023/06/16,357.5,14,5.4,2023/06/28,30,10.6,2023/06/28,120,84,49,2023/06/18,1006.8,187.0
467550,玉山,2023,6,2023/06,9.6,26.2,2023/06/24,2.7,2023/06/25,220,22,13.6,2023/06/28,150,18.4,2023/06/01,330,91,21,2023/06/22,640.5,129.5
467571,新竹,2023,6,2023/06,28.7,33.5,2023/06/30,24.0,2023/06/13,60.5,9,6.5,2023/06/21,270,14.1,2023/06/21,270,79,54,2023/06/28,1004.3,171.2
467590,恆春,2023,6,2023/06,28.6,33.5,2023/06/11,23.6,2023/06/16,290.5,14,7.8,2023/06/01,330,17.4,2023/06/01,330,83,58,2023/06/10,1005.2,197.5
467610,成功,2023,6,2023/06,27.3,32.5,2023/06/01,23.8,2023/06/28,286,18,6.2,2023/06/10,30,11.5,2023/06/10,20,88,65,2023/06/01,1003.4,168.8
467620,蘭嶼,2023,6,2023/06,25.7,29.9,2023/06/02,23.0,2023/06/12,415.5,16,16.9,2023/06/21,250,24.7,2023/06/20,260,96,71,2023/06/01,971.9,125.6
467650,日月潭,2023,6,2023/06,22.6,30.1,2023/06/29,18.5,2023/06/05,413.5,21,4.4,2023/06/14,180,11.3,2023/06/29,210,93,58,2023/06/26,899.2,96.3
467660,臺東,2023,6,2023/06,28.2,32.8,2023/06/19,24.4,2023/06/13,200.5,17,5.1,2023/06/18,200,10.1,2023/06/18,190,81,56,2023/06/21,1006.7,181.3
467990,馬祖,2023,6,2023/06,26.2,32.7,2023/06/27,21.8,2023/06/15,177,15,9.1,2023/06/19,210,15.8,2023/06/19,220,90,60,2023/06/26,997.2,172.7
466881,新北,2023,7,2023/07,28.9,37.6,2023/07/07,23.1,2023/07/11,233.5,13,8.5,2023/07/26,100,22.9,2023/07/26,90,78,41,2023/07/08,1004.2,214.2
466900,淡水,2023,7,2023/07,30.0,36.2,2023/07/25,25.7,2023/07/02,41.5,6,10.2,2023/07/28,150,20.5,2023/07/28,160,77,46,2023/07/25,1004.9,233.3
466910,鞍部,2023,7,2023/07,23.5,29.6,2023/07/08,20.2,2023/07/31,75.5,11,11.3,2023/07/28,190,26.2,2023/07/28,150,91,62,2023/07/07,917.2,145.9
466920,臺北,2023,7,2023/07,30.4,37.9,2023/07/08,24.8,2023/07/11,119,13,8.9,2023/07/28,120,18.0,2023/07/28,100,73,39,2023/07/08,1003.7,212.3
466930,竹子湖,2023,7,2023/07,25.2,31.6,2023/07/15,21.6,2023/07/19,89,11,4.2,2023/07/31,20,15.6,2023/07/28,180,85,56,2023/07/08,940.6,178.7
466940,基隆,2023,7,2023/07,30.2,37.3,2023/07/07,26.4,2023/07/01,88.5,5,11.2,2023/07/28,150,23.2,2023/07/28,160,72,41,2023/07/07,1003.8,247.4
466950,彭佳嶼,2023,7,2023/07,28.5,34.1,2023/07/22,23.9,2023/07/28,38.5,4,23.5,2023/07/28,160,31.7,2023/07/27,140,87,61,2023/07/22,996.2,293.1
466990,花蓮,2023,7,2023/07,28.7,33.9,2023/07/25,23.2,2023/07/28,490,8,12.8,2023/07/27,190,23.9,2023/07/27,180,80,57,2023/07/06,1005.9,268.9
467050,新屋,2023,7,2023/07,29.6,37.2,2023/07/25,25.8,2023/07/20,9.5,3,13.4,2023/07/05,240,21.0,2023/07/27,100,81,43,2023/07/25,1004.5,274.0
467080,宜蘭,2023,7,2023/07,29.2,34.9,2023/07/06,24.2,2023/07/04,136,5,7.9,2023/07/26,80,20.5,2023/07/26,120,83,54,2023/07/21,1006.7,242.4
467110,金門,2023,7,2023/07,28.6,38.1,2023/07/25,24.1,2023/07/28,156.5,11,25.3,2023/07/28,270,36.5,2023/07/28,270,87,45,2023/07/25,1003.7,252.9
467300,東吉島,2023,7,2023/07,29.4,35.6,2023/07/23,25.2,2023/07/28,154,8,33.8,2023/07/28,170,46.7,2023/07/28,180,83,55,2023/07/17,1002.6,277.7
467350,澎湖,2023,7,2023/07,29.4,35.0,2023/07/17,25.3,2023/07/28,292,9,22.1,2023/07/28,130,40.4,2023/07/28,140,84,53,2023/07/14,1005.8,261.0
467410,臺南,2023,7,2023/07,29.8,35.2,2023/07/15,23.5,2023/07/28,264,14,13.6,2023/07/28,150,27.3,2023/07/28,140,76,45,2023/07/15,1004.5,221.6
467441,高雄,2023,7,2023/07,28.9,35.6,2023/07/17,23.2,2023/07/28,276.5,10,9.6,2023/07/28,140,24.6,2023/07/28,150,82,46,2023/07/17,1005.8,231.3
467480,嘉義,2023,7,2023/07,29.2,36.4,2023/07/04,23.9,2023/07/28,243,18,7.9,2023/07/16,240,14.6,2023/07/28,180,78,41,2023/07/04,1003.9,210.7
467490,臺中,2023,7,2023/07,29.3,35.8,2023/07/08,23.7,2023/07/19,193,14,4.3,2023/07/01,250,10.4,2023/07/11,100,74,42,2023/07/07,997.6,189.5
467530,阿里山,2023,7,2023/07,14.8,21.2,2023/07/25,10.9,2023/07/09,405,23,6.8,2023/07/28,160,16.4,2023/07/28,160,92,32,2023/07/07,764.1,123.7
467540,大武,2023,7,2023/07,28.8,37.1,2023/07/04,23.9,2023/07/28,578.5,12,10.1,2023/07/26,20,26.5,2023/07/26,40,80,38,2023/07/04,1006.5,251.7
467550,玉山,2023,7,2023/07,9.3,25.9,2023/07/12,3.4,2023/07/06,363.5,18,22.2,2023/07/28,140,32.5,2023/07/28,140,90,25,2023/07/11,640.6,152.2
467571,新竹,2023,7,2023/07,30.1,36.2,2023/07/25,25.3,2023/07/29,84,7,7.1,2023/07/05,280,16.3,2023/07/25,60,74,44,2023/07/25,1003.6,223.9
467590,恆春,2023,7,2023/07,29.2,33.7,2023/07/25,24.1,2023/07/28,469,14,11.5,2023/07/26,30,22.5,2023/07/26,20,81,50,2023/07/24,1004.7,242.5
467610,成功,2023,7,2023/07,28.1,33.2,2023/07/08,23.3,2023/07/27,503.5,10,9.2,2023/07/25,20,16.1,2023/07/27,40,85,57,2023/07/08,1003.4,256.2
467620,蘭嶼,2023,7,2023/07,26.4,31.0,2023/07/17,22.3,2023/07/27,252.5,16,21.8,2023/07/25,30,28.2,2023/07/26,70,95,72,2023/07/17,971.6,144.9
467650,日月潭,2023,7,2023/07,23.4,30.9,2023/07/11,19.1,2023/07/11,371.5,20,6.0,2023/07/03,210,17.4,2023/07/27,140,89,50,2023/07/28,899.0,134.8
467660,臺東,2023,7,2023/07,29.1,33.1,2023/07/09,23.7,2023/07/27,436.5,12,6.3,2023/07/26,60,15.2,2023/07/25,50,78,52,2023/07/07,1006.5,267.3
467990,馬祖,2023,7,2023/07,28.0,33.7,2023/07/13,23.7,2023/07/28,56.5,5,13.0,2023/07/28,160,23.8,2023/07/28,180,87,61,2023/07/12,996.6,263.2
466881,新北,2023,8,2023/08,28.3,36.9,2023/08/06,22.9,2023/08/17,372.5,17,10.4,2023/08/03,250,20.4,2023/08/04,270,81,46,2023/08/09,1001.2,185.7
466900,淡水,2023,8,2023/08,29.2,35.9,2023/08/29,23.9,2023/08/18,239,12,6.0,2023/08/29,130,16.5,2023/08/04,210,83,53,2023/08/09,1002.1,194.8
466910,鞍部,2023,8,2023/08,23.2,29.4,2023/08/15,19.5,2023/08/17,518,16,11.8,2023/08/03,10,22.2,2023/08/03,10,93,68,2023/08/19,914.4,101.3
466920,臺北,2023,8,2023/08,29.7,37.6,2023/08/06,23.7,2023/08/22,459.5,16,10.2,2023/08/03,270,21.6,2023/08/03,230,77,43,2023/08/09,1000.7,185.7
466930,竹子湖,2023,8,2023/08,24.8,30.6,2023/08/15,20.7,2023/08/17,507.5,17,4.8,2023/08/03,330,15.1,2023/08/03,350,89,62,2023/08/09,937.7,144.8
466940,基隆,2023,8,2023/08,29.3,37.4,2023/08/06,24.6,2023/08/18,132.5,16,12.7,2023/08/04,230,24.8,2023/08/04,240,78,43,2023/08/15,1000.6,191.5
466950,彭佳嶼,2023,8,2023/08,28.1,32.9,2023/08/14,22.7,2023/08/17,269.5,9,28.4,2023/08/03,290,36.7,2023/08/03,280,89,62,2023/08/21,992.5,244.6
466990,花蓮,2023,8,2023/08,28.6,33.7,2023/08/23,24.0,2023/08/19,147.5,8,7.4,2023/08/29,110,11.3,2023/08/29,120,80,53,2023/08/04,1001.9,222.5
467050,新屋,2023,8,2023/08,29.0,35.0,2023/08/29,23.3,2023/08/18,197,11,14.9,2023/08/03,230,22.7,2023/08/05,240,84,53,2023/08/30,1001.7,242.8
467080,宜蘭,2023,8,2023/08,28.9,35.8,2023/08/04,23.9,2023/08/19,156,11,10.1,2023/08/02,300,20.4,2023/08/03,250,85,42,2023/08/04,1003.2,183.4
467110,金門,2023,8,2023/08,28.3,34.6,2023/08/03,23.8,2023/08/20,190,11,8.3,2023/08/31,40,16.8,2023/08/31,50,90,60,2023/08/30,1001.4,218.7
467300,東吉島,2023,8,2023/08,28.4,33.5,2023/08/27,24.1,2023/08/19,135,10,15.1,2023/08/03,240,20.4,2023/08/04,260,88,63,2023/08/28,1000.3,226.7
