觀測站ID,觀測站,年,月,時間,平均溫度,最高溫度,最高溫度發生日期,最低溫度,最低溫度發生日期,累積降水量,降雨日數,最大10分鐘風風速,最大10分鐘風發生日期,最大10分鐘風風向,最大瞬間風風速,最大瞬間風發生日期,最大瞬間風風向,平均相對濕度,最小相對濕度,最小相對濕度發生日期,平均測站氣壓,總日照時數
467480,嘉義,2017,4,2017/04,23.9,33.9,2017/04/10,10.0,2017/04/02,105.9,11,7.5,2017/04/10,230,12.3,2017/04/10,240,75,30,2017/04/03,1009.6,171.1
467490,臺中,2017,4,2017/04,23.2,33.7,2017/04/10,11.9,2017/04/02,98.8,10,5.0,2017/04/01,360,11.3,2017/04/01,360,73,26,2017/04/02,1003.3,149.6
467530,阿里山,2017,4,2017/04,11.7,19.1,2017/04/14,-0.2,2017/04/02,330.5,15,5.0,2017/04/12,170,14.3,2017/04/12,310,80,18,2017/04/04,764.9,123.2
467540,大武,2017,4,2017/04,24.3,36.2,2017/04/20,16.7,2017/04/01,91.1,10,8.5,2017/04/22,30,16.0,2017/04/10,180,73,36,2017/04/10,1012.7,147.3
467550,玉山,2017,4,2017/04,3.4,14.4,2017/04/16,-8.2,2017/04/02,358,16,15.0,2017/04/21,320,25.6,2017/04/01,310,79,14,2017/04/03,642.5,144.6
467571,新竹,2017,4,2017/04,22.2,34.1,2017/04/10,12.6,2017/04/01,124,10,6.0,2017/04/21,10,15.5,2017/04/21,20,72,34,2017/04/29,1010.1,148.4
467590,恆春,2017,4,2017/04,25.5,34.9,2017/04/19,18.2,2017/04/01,28,4,8.4,2017/04/28,20,17.2,2017/04/01,50,71,41,2017/04/03,1011.1,186.4
467610,成功,2017,4,2017/04,22.6,31.1,2017/04/18,15.3,2017/04/01,104.4,14,10.5,2017/04/21,20,18.3,2017/04/21,20,79,39,2017/04/02,1009.2,77.0
467620,蘭嶼,2017,4,2017/04,21.6,28.0,2017/04/20,14.5,2017/04/01,150,14,20.2,2017/04/11,250,29.9,2017/04/01,30,82,49,2017/04/03,976.5,109.3
467650,日月潭,2017,4,2017/04,18.6,29.7,2017/04/19,8.5,2017/04/02,255.5,13,7.7,2017/04/21,290,15.1,2017/04/21,300,82,35,2017/04/02,902.2,112.3
467660,臺東,2017,4,2017/04,23.6,31.9,2017/04/26,15.2,2017/04/03,82.8,13,5.9,2017/04/22,30,14.8,2017/04/22,30,75,39,2017/04/03,1012.7,138.0
467990,馬祖,2017,4,2017/04,18.1,27.0,2017/04/17,9.7,2017/04/01,143.8,16,10.4,2017/04/17,220,18.8,2017/04/09,230,81,39,2017/04/14,1003.7,155.3
466880,板橋,2017,5,2017/05,25.6,34.0,2017/05/11,18.7,2017/05/01,152.9,16,6.4,2017/05/28,70,13.6,2017/05/28,90,75,41,2017/05/01,1009.7,101.3
466900,淡水,2017,5,2017/05,25.5,33.5,2017/05/10,19.8,2017/05/01,143.5,11,5.5,2017/05/29,150,13.5,2017/05/18,110,75,44,2017/05/01,1009.0,118.1
466910,鞍部,2017,5,2017/05,19.4,27.1,2017/05/11,14.2,2017/05/31,181.5,16,7.6,2017/05/07,70,15.5,2017/05/24,360,90,40,2017/05/01,919.8,48.8
466920,臺北,2017,5,2017/05,25.6,35.0,2017/05/11,19.7,2017/05/27,135.5,16,8.6,2017/05/07,50,14.5,2017/05/07,60,73,42,2017/05/01,1007.3,83.8
466930,竹子湖,2017,5,2017/05,21.1,29.0,2017/05/11,15.9,2017/05/01,163.1,14,8.0,2017/05/24,30,15.4,2017/05/24,20,84,51,2017/05/26,943.1,82.6
466940,基隆,2017,5,2017/05,24.6,33.4,2017/05/31,19.4,2017/05/01,229.1,20,7.8,2017/05/24,10,13.0,2017/05/15,320,77,51,2017/05/01,1007.9,74.1
466950,彭佳嶼,2017,5,2017/05,23.6,29.5,2017/05/11,18.7,2017/05/27,198.4,11,13.2,2017/05/12,170,18.5,2017/05/12,160,85,50,2017/05/26,1000.0,120.6
466990,花蓮,2017,5,2017/05,25.2,31.6,2017/05/09,20.6,2017/05/17,144.5,20,9.1,2017/05/24,40,14.8,2017/05/24,30,80,57,2017/05/26,1009.0,108.6
467050,新屋,2017,5,2017/05,25.3,31.0,2017/05/10,18.1,2017/05/01,83.4,8,10.8,2017/05/21,40,19.1,2017/05/09,260,81,51,2017/05/01,1008.1,151.8
467060,蘇澳,2017,5,2017/05,24.5,31.4,2017/05/11,19.4,2017/05/01,271.7,22,9.9,2017/05/24,50,20.1,2017/05/24,70,83,57,2017/05/26,1008.6,83.4
467080,宜蘭,2017,5,2017/05,24.4,32.0,2017/05/11,18.9,2017/05/01,227.6,19,7.3,2017/05/24,60,12.9,2017/05/24,50,85,56,2017/05/26,1010.5,81.7
467110,金門,2017,5,2017/05,24.1,30.5,2017/05/29,19.1,2017/05/16,100.9,10,8.8,2017/05/28,70,14.9,2017/05/24,50,79,33,2017/05/26,1007.8,142.6
467300,東吉島,2017,5,2017/05,26.4,31.8,2017/05/05,21.5,2017/05/16,69,7,16.2,2017/05/16,10,20.4,2017/05/16,10,79,55,2017/05/01,1005.7,193.3
467350,澎湖,2017,5,2017/05,26.2,32.1,2017/05/12,20.5,2017/05/20,81.2,8,7.7,2017/05/16,10,16.6,2017/05/16,20,79,56,2017/05/26,1009.2,156.1
467410,臺南,2017,5,2017/05,27.7,33.9,2017/05/12,21.5,2017/05/16,79.5,6,8.3,2017/05/12,210,13.1,2017/05/16,340,73,49,2017/05/01,1007.6,199.5
467440,高雄,2017,5,2017/05,28.2,33.5,2017/05/12,22.8,2017/05/01,129,8,5.9,2017/05/09,320,10.6,2017/05/12,170,74,53,2017/05/01,1009.8,209.6
467480,嘉義,2017,5,2017/05,27.0,36.0,2017/05/12,17.8,2017/05/01,77.8,9,8.4,2017/05/12,250,12.5,2017/05/12,250,77,41,2017/05/12,1006.8,160.8
467490,臺中,2017,5,2017/05,26.7,34.9,2017/05/14,18.9,2017/05/01,111.5,8,4.6,2017/05/16,20,8.9,2017/05/16,20,75,43,2017/05/01,1000.5,133.1
467530,阿里山,2017,5,2017/05,13.6,21.3,2017/05/29,7.9,2017/05/01,336,23,5.0,2017/05/14,170,12.9,2017/05/15,140,92,26,2017/05/10,764.7,89.5
467540,大武,2017,5,2017/05,26.6,37.4,2017/05/09,21.0,2017/05/01,88.1,15,6.6,2017/05/09,180,11.8,2017/05/24,190,77,34,2017/05/09,1010.0,137.5
467550,玉山,2017,5,2017/05,5.4,16.2,2017/05/10,0.4,2017/05/01,339.5,19,14.9,2017/05/14,300,24.4,2017/05/16,310,84,18,2017/05/10,643.1,97.8
467571,新竹,2017,5,2017/05,25.7,33.3,2017/05/29,18.7,2017/05/01,99.5,10,5.0,2017/05/17,20,11.7,2017/05/17,50,75,44,2017/05/01,1007.3,132.7
467590,恆春,2017,5,2017/05,28.1,34.2,2017/05/12,21.7,2017/05/01,48.7,9,9.1,2017/05/20,40,20.0,2017/05/20,50,72,50,2017/05/08,1008.2,183.4
467610,成功,2017,5,2017/05,25.4,31.4,2017/05/10,20.7,2017/05/01,103.1,21,10.4,2017/05/24,20,18.8,2017/05/13,30,84,60,2017/05/18,1006.4,121.6
467620,蘭嶼,2017,5,2017/05,24.0,29.4,2017/05/10,19.1,2017/05/19,317.9,14,23.3,2017/05/28,30,36.9,2017/05/28,30,89,67,2017/05/10,974.0,108.0
467650,日月潭,2017,5,2017/05,21.1,29.5,2017/05/29,15.9,2017/05/01,347.5,19,5.3,2017/05/08,180,11.4,2017/05/08,150,86,51,2017/05/14,900.8,99.9
467660,臺東,2017,5,2017/05,26.2,35.3,2017/05/09,21.6,2017/05/16,184.5,22,5.3,2017/05/09,190,10.9,2017/05/09,190,79,48,2017/05/02,1010.0,146.1
467990,馬祖,2017,5,2017/05,22.0,29.6,2017/05/23,17.5,2017/05/16,103.6,7,7.9,2017/05/31,220,15.2,2017/05/31,220,84,60,2017/05/09,1001.3,130.3
466880,板橋,2017,6,2017/06,27.9,36.2,2017/06/26,22.3,2017/06/15,673,15,8.0,2017/06/01,210,15.4,2017/06/01,240,79,51,2017/06/20,1006.4,127.8
466900,淡水,2017,6,2017/06,27.2,36.9,2017/06/05,22.0,2017/06/17,915.5,13,6.1,2017/06/02,350,14.4,2017/06/14,200,83,55,2017/06/21,1005.9,138.7
466910,鞍部,2017,6,2017/06,22.3,28.7,2017/06/29,17.9,2017/06/15,1009.1,16,9.2,2017/06/02,350,18.7,2017/06/14,300,90,62,2017/06/21,917.6,71.3
466920,臺北,2017,6,2017/06,28.0,35.6,2017/06/28,22.0,2017/06/15,649.7,16,6.3,2017/06/25,250,13.6,2017/06/01,240,75,44,2017/06/20,1004.0,83.8
466930,竹子湖,2017,6,2017/06,23.8,30.8,2017/06/11,18.9,2017/06/15,830.5,15,7.0,2017/06/17,30,16.7,2017/06/02,10,85,59,2017/06/07,940.8,94.1
466940,基隆,2017,6,2017/06,27.3,35.0,2017/06/25,21.6,2017/06/15,824.9,16,9.6,2017/06/14,230,17.2,2017/06/14,230,78,52,2017/06/26,1004.4,134.4
466950,彭佳嶼,2017,6,2017/06,26.3,31.7,2017/06/26,21.0,2017/06/15,534.8,12,26.1,2017/06/14,250,31.0,2017/06/14,260,89,61,2017/06/30,996.5,162.2
466990,花蓮,2017,6,2017/06,27.6,34.2,2017/06/26,23.1,2017/06/15,211,14,8.4,2017/06/10,160,13.7,2017/06/17,40,80,58,2017/06/26,1005.5,174.9
467050,新屋,2017,6,2017/06,27.6,33.0,2017/06/30,22.1,2017/06/15,761.2,13,15.5,2017/06/02,220,29.4,2017/06/02,320,86,56,2017/06/30,1005.0,162.5
467060,蘇澳,2017,6,2017/06,27.2,33.9,2017/06/11,22.5,2017/06/15,329.9,17,8.8,2017/06/29,140,14.2,2017/06/14,60,84,58,2017/06/22,1005.0,125.6
467080,宜蘭,2017,6,2017/06,27.3,34.1,2017/06/25,22.6,2017/06/15,312.1,18,6.6,2017/06/17,360,9.6,2017/06/17,360,87,52,2017/06/21,1006.8,135.1
467110,金門,2017,6,2017/06,26.3,32.5,2017/06/27,21.2,2017/06/15,170.9,15,9.4,2017/06/02,230,15.2,2017/06/13,270,87,63,2017/06/30,1004.1,144.8
467300,東吉島,2017,6,2017/06,28.3,32.6,2017/06/07,24.6,2017/06/18,275,11,14.8,2017/06/05,230,22.6,2017/06/05,260,85,71,2017/06/30,1003.6,214.1
467350,澎湖,2017,6,2017/06,28.3,34.0,2017/06/12,23.9,2017/06/02,314.7,16,8.4,2017/06/02,300,16.2,2017/06/13,200,85,66,2017/06/30,1006.9,213.9
467410,臺南,2017,6,2017/06,29.3,34.5,2017/06/12,24.4,2017/06/16,251.5,14,9.2,2017/06/12,170,14.3,2017/06/11,190,79,51,2017/06/12,1006.1,199.2
467440,高雄,2017,6,2017/06,29.7,34.3,2017/06/12,24.9,2017/06/29,256,14,7.4,2017/06/29,30,25.6,2017/06/29,60,77,61,2017/06/30,1008.4,226.8
467480,嘉義,2017,6,2017/06,29.0,36.4,2017/06/11,23.8,2017/06/02,578,16,8.9,2017/06/03,250,14.3,2017/06/02,250,78,46,2017/06/13,1005.0,177.9
467490,臺中,2017,6,2017/06,27.9,35.9,2017/06/13,22.5,2017/06/19,894,15,6.4,2017/06/13,210,20.6,2017/06/13,210,81,48,2017/06/13,998.7,144.4
467530,阿里山,2017,6,2017/06,14.8,21.8,2017/06/27,10.3,2017/06/18,1986.6,20,6.5,2017/06/02,310,18.8,2017/06/02,300,89,48,2017/06/28,764.6,97.6
467540,大武,2017,6,2017/06,29.1,38.2,2017/06/24,24.4,2017/06/18,291.6,15,7.7,2017/06/22,190,13.8,2017/06/02,210,74,39,2017/06/24,1007.1,231.2
467550,玉山,2017,6,2017/06,7.6,19.4,2017/06/10,1.7,2017/06/18,800,16,17.0,2017/06/13,320,30.1,2017/06/14,290,83,26,2017/06/11,644.2,101.6
467571,新竹,2017,6,2017/06,28.0,34.3,2017/06/20,22.4,2017/06/17,581.5,13,6.1,2017/06/26,280,16.6,2017/06/21,280,78,55,2017/06/20,1004.4,172.9
467590,恆春,2017,6,2017/06,29.8,34.6,2017/06/13,25.5,2017/06/15,105,19,6.6,2017/06/14,280,14.4,2017/06/01,290,75,48,2017/06/09,1006.1,190.9
467610,成功,2017,6,2017/06,27.6,32.8,2017/06/21,23.8,2017/06/04,118.3,14,9.0,2017/06/13,190,18.5,2017/06/13,190,83,56,2017/06/21,1003.1,196.8
467620,蘭嶼,2017,6,2017/06,26.5,30.8,2017/06/08,24.0,2017/06/30,13.9,6,21.6,2017/06/01,250,32.3,2017/06/01,240,85,66,2017/06/09,972.0,153.6
467650,日月潭,2017,6,2017/06,22.3,31.9,2017/06/11,17.8,2017/06/15,1013,20,13.8,2017/06/02,300,29.4,2017/06/02,280,86,54,2017/06/28,899.8,99.7
467660,臺東,2017,6,2017/06,29.0,35.3,2017/06/24,24.0,2017/06/04,170.4,12,7.3,2017/06/13,190,15.0,2017/06/13,210,77,43,2017/06/14,1006.7,234.6
467990,馬祖,2017,6,2017/06,24.3,32.6,2017/06/07,19.4,2017/06/16,388.3,19,10.9,2017/06/13,230,22.5,2017/06/13,240,90,67,2017/06/11,997.0,102.1
466880,板橋,2017,7,2017/07,29.7,37.5,2017/07/19,24.3,2017/07/02,212.6,17,11.9,2017/07/29,70,28.4,2017/07/29,80,72,41,2017/07/19,1006.8,205.2
466900,淡水,2017,7,2017/07,29.6,37.7,2017/07/22,24.1,2017/07/07,83,8,9.0,2017/07/29,110,26.3,2017/07/29,120,75,42,2017/07/20,1006.2,235.5
466910,鞍部,2017,7,2017/07,23.6,30.7,2017/07/05,19.1,2017/07/07,160,11,15.4,2017/07/29,190,38.9,2017/07/29,120,85,56,2017/07/20,918.3,158.8
466920,臺北,2017,7,2017/07,30.3,38.0,2017/07/19,24.2,2017/07/03,206.6,12,14.3,2017/07/29,50,41.9,2017/07/29,60,64,42,2017/07/20,1004.4,165.3
466930,竹子湖,2017,7,2017/07,25.1,31.8,2017/07/18,20.3,2017/07/08,166,13,6.8,2017/07/29,220,21.1,2017/07/29,180,81,52,2017/07/19,941.4,185.1
466940,基隆,2017,7,2017/07,30.0,36.1,2017/07/21,24.7,2017/07/07,67.9,8,18.5,2017/07/29,140,41.5,2017/07/29,140,66,47,2017/07/23,1004.8,265.8
466950,彭佳嶼,2017,7,2017/07,28.4,33.0,2017/07/19,24.0,2017/07/29,37.5,3,29.1,2017/07/29,120,39.6,2017/07/30,120,85,66,2017/07/17,997.4,304.9
466990,花蓮,2017,7,2017/07,29.1,34.5,2017/07/28,24.4,2017/07/31,153.5,9,20.9,2017/07/29,220,35.2,2017/07/29,220,74,53,2017/07/28,1006.5,273.8
467050,新屋,2017,7,2017/07,29.8,36.5,2017/07/28,25.0,2017/07/01,37.3,6,20.7,2017/07/29,30,35.8,2017/07/29,40,78,50,2017/07/28,1005.3,279.6
467060,蘇澳,2017,7,2017/07,29.3,33.8,2017/07/10,24.6,2017/07/29,219.1,10,26.4,2017/07/29,160,52.8,2017/07/29,120,74,45,2017/07/16,1005.8,202.0
467080,宜蘭,2017,7,2017/07,29.6,35.5,2017/07/23,24.2,2017/07/29,133.9,8,29.7,2017/07/29,50,51.0,2017/07/29,60,77,53,2017/07/19,1007.5,252.8
467110,金門,2017,7,2017/07,29.0,35.9,2017/07/29,24.6,2017/07/07,92.6,8,16.0,2017/07/31,230,23.7,2017/07/31,240,78,49,2017/07/29,1004.5,278.7
467300,東吉島,2017,7,2017/07,29.6,34.3,2017/07/25,24.3,2017/07/31,256.1,10,22.6,2017/07/31,200,31.6,2017/07/31,210,81,65,2017/07/26,1003.4,255.4
467350,澎湖,2017,7,2017/07,29.8,35.2,2017/07/23,24.2,2017/07/31,240.5,11,13.5,2017/07/31,190,24.9,2017/07/31,190,79,60,2017/07/28,1006.8,269.1
467410,臺南,2017,7,2017/07,29.6,34.5,2017/07/20,23.4,2017/07/31,506.9,16,10.6,2017/07/31,190,19.6,2017/07/31,180,76,50,2017/07/20,1005.6,203.9
467440,高雄,2017,7,2017/07,30.4,35.6,2017/07/04,24.3,2017/07/31,285,7,12.8,2017/07/30,350,24.8,2017/07/31,240,71,52,2017/07/16,1007.8,241.9
467480,嘉義,2017,7,2017/07,28.9,36.0,2017/07/01,23.5,2017/07/31,663.2,21,9.9,2017/07/08,60,17.5,2017/07/08,50,80,48,2017/07/13,1004.7,192.2
467490,臺中,2017,7,2017/07,28.7,35.1,2017/07/18,23.4,2017/07/08,313.7,15,6.6,2017/07/31,180,20.8,2017/07/31,160,78,51,2017/07/25,998.5,189.9
467530,阿里山,2017,7,2017/07,15.0,22.0,2017/07/30,10.3,2017/07/14,940.3,24,6.3,2017/07/31,170,16.3,2017/07/31,180,93,49,2017/07/19,764.6,112.7
467540,大武,2017,7,2017/07,28.5,34.4,2017/07/03,23.9,2017/07/30,507.5,16,16.6,2017/07/30,160,28.3,2017/07/30,190,77,56,2017/07/28,1008.2,237.7
467550,玉山,2017,7,2017/07,8.5,19.6,2017/07/24,4.0,2017/07/17,429.5,19,22.9,2017/07/17,150,32.5,2017/07/31,170,77,36,2017/07/14,644.6,168.0
467571,新竹,2017,7,2017/07,29.5,36.6,2017/07/28,24.4,2017/07/07,89.7,9,9.5,2017/07/29,360,24.4,2017/07/29,350,72,45,2017/07/21,1004.8,252.8
467590,恆春,2017,7,2017/07,29.4,34.5,2017/07/13,24.4,2017/07/31,645.1,15,12.9,2017/07/30,180,29.8,2017/07/30,230,77,54,2017/07/12,1005.9,227.2
467610,成功,2017,7,2017/07,28.1,33.2,2017/07/28,23.2,2017/07/16,205.1,10,12.3,2017/07/29,210,27.2,2017/07/29,200,79,55,2017/07/29,1004.4,255.2
467620,蘭嶼,2017,7,2017/07,26.3,30.6,2017/07/01,22.2,2017/07/17,308.6,20,26.8,2017/07/30,200,42.0,2017/07/30,200,85,67,2017/07/11,973.0,187.4
467650,日月潭,2017,7,2017/07,22.9,32.1,2017/07/18,18.8,2017/07/31,424.5,22,12.6,2017/07/29,290,25.6,2017/07/29,280,83,50,2017/07/18,899.7,129.3
467660,臺東,2017,7,2017/07,29.4,34.6,2017/07/02,23.7,2017/07/16,188.7,12,10.2,2017/07/30,190,21.7,2017/07/30,170,74,50,2017/07/20,1008.2,263.3
467990,馬祖,2017,7,2017/07,28.3,34.6,2017/07/19,24.2,2017/07/30,196.3,4,14.9,2017/07/30,80,29.5,2017/07/30,10,83,54,2017/07/20,997.4,303.6
466880,板橋,2017,8,2017/08,30.7,37.4,2017/08/12,24.9,2017/08/27,124.6,9,8.1,2017/08/10,210,16.3,2017/08/10,230,69,48,2017/08/20,1005.8,243.2
466900,淡水,2017,8,2017/08,30.3,37.7,2017/08/25,25.4,2017/08/21,41.5,5,5.6,2017/08/26,150,17.4,2017/08/22,110,71,40,2017/08/28,1005.2,262.3
466910,鞍部,2017,8,2017/08,24.0,30.7,2017/08/25,20.0,2017/08/19,34.8,7,9.7,2017/08/22,190,23.5,2017/08/22,190,84,40,2017/08/21,917.5,153.7
466920,臺北,2017,8,2017/08,31.1,38.5,2017/08/07,25.4,2017/08/02,166.2,11,7.7,2017/08/31,50,16.0,2017/08/22,70,64,42,2017/08/09,1003.3,208.3
466930,竹子湖,2017,8,2017/08,25.7,32.9,2017/08/25,21.8,2017/08/19,23,6,6.0,2017/08/01,10,14.2,2017/08/10,280,79,51,2017/08/25,940.6,201.5
466940,基隆,2017,8,2017/08,30.2,38.0,2017/08/09,26.0,2017/08/01,20.2,4,10.2,2017/08/10,240,19.3,2017/08/10,250,68,44,2017/08/09,1003.8,267.3
466950,彭佳嶼,2017,8,2017/08,28.7,33.5,2017/08/08,25.0,2017/08/23,11.6,3,19.6,2017/08/10,260,25.1,2017/08/10,260,85,62,2017/08/18,996.2,311.6
466990,花蓮,2017,8,2017/08,29.4,34.3,2017/08/08,24.5,2017/08/23,138,4,8.8,2017/08/21,40,15.3,2017/08/21,40,74,50,2017/08/29,1005.2,289.6
467050,新屋,2017,8,2017/08,29.9,35.5,2017/08/22,25.8,2017/08/29,23.8,3,14.9,2017/08/10,220,24.5,2017/08/22,60,77,52,2017/08/22,1004.2,278.8
467060,蘇澳,2017,8,2017/08,29.2,35.4,2017/08/02,24.7,2017/08/01,88.4,5,10.0,2017/08/30,100,16.3,2017/08/22,180,77,57,2017/08/05,1004.8,215.1
467080,宜蘭,2017,8,2017/08,29.8,35.2,2017/08/11,25.2,2017/08/01,45.4,5,7.7,2017/08/21,60,13.5,2017/08/22,140,78,53,2017/08/21,1006.5,257.8
467110,金門,2017,8,2017/08,29.0,35.9,2017/08/21,23.8,2017/08/27,46.5,4,9.0,2017/08/27,150,17.7,2017/08/27,160,80,49,2017/08/21,1003.5,281.2
467300,東吉島,2017,8,2017/08,29.5,34.3,2017/08/18,25.7,2017/08/02,80.1,6,15.1,2017/08/23,150,20.6,2017/08/23,150,81,64,2017/08/17,1002.6,290.7
467350,澎湖,2017,8,2017/08,29.5,34.7,2017/08/26,24.8,2017/08/02,98.8,7,8.4,2017/08/21,360,15.9,2017/08/21,360,82,63,2017/08/19,1006.0,291.0
467410,臺南,2017,8,2017/08,29.9,34.9,2017/08/19,24.9,2017/08/01,196.5,9,8.5,2017/08/23,140,17.1,2017/08/01,120,74,48,2017/08/23,1004.8,212.5
467440,高雄,2017,8,2017/08,30.1,34.7,2017/08/19,24.9,2017/08/02,211,13,10.9,2017/08/22,150,18.6,2017/08/22,150,75,55,2017/08/22,1007.1,222.0
467480,嘉義,2017,8,2017/08,29.8,35.8,2017/08/26,23.9,2017/08/28,198.6,10,9.0,2017/08/27,30,23.8,2017/08/03,260,76,49,2017/08/23,1003.9,214.3
467490,臺中,2017,8,2017/08,29.4,35.6,2017/08/21,23.7,2017/08/28,69,9,4.5,2017/08/08,240,10.9,2017/08/08,250,77,51,2017/08/19,997.6,188.0
467530,阿里山,2017,8,2017/08,15.7,22.6,2017/08/21,11.4,2017/08/16,247.6,12,4.6,2017/08/01,170,8.7,2017/08/01,170,91,40,2017/08/16,764.2,126.7
467540,大武,2017,8,2017/08,29.1,36.8,2017/08/10,24.5,2017/08/23,347.9,11,9.7,2017/08/22,30,19.8,2017/08/22,40,74,44,2017/08/09,1006.4,252.1
467550,玉山,2017,8,2017/08,9.2,21.1,2017/08/07,3.5,2017/08/28,115,14,19.1,2017/08/26,150,30.9,2017/08/22,120,75,26,2017/08/15,644.4,188.5
467571,新竹,2017,8,2017/08,30.3,37.0,2017/08/21,25.3,2017/08/21,54.2,6,6.8,2017/08/30,50,17.7,2017/08/30,70,70,42,2017/08/29,1003.6,271.5
467590,恆春,2017,8,2017/08,29.6,35.0,2017/08/18,25.0,2017/08/22,298,17,11.2,2017/08/31,40,24.6,2017/08/31,40,78,54,2017/08/17,1004.8,208.6
467610,成功,2017,8,2017/08,28.4,34.8,2017/08/10,24.2,2017/08/22,233.6,8,9.9,2017/08/21,10,18.1,2017/08/21,10,79,51,2017/08/21,1002.7,264.3
467620,蘭嶼,2017,8,2017/08,26.3,30.3,2017/08/03,21.8,2017/08/30,452.5,13,28.8,2017/08/21,30,43.4,2017/08/21,40,87,64,2017/08/20,971.0,167.1
467650,日月潭,2017,8,2017/08,23.5,31.8,2017/08/21,18.8,2017/08/28,183.5,8,6.6,2017/08/24,290,10.6,2017/08/24,270,83,53,2017/08/28,899.0,151.4
467660,臺東,2017,8,2017/08,29.6,34.8,2017/08/10,23.8,2017/08/23,314.5,9,6.8,2017/08/21,30,15.7,2017/08/22,210,74,51,2017/08/10,1006.3,280.9
467990,馬祖,2017,8,2017/08,28.0,32.8,2017/08/28,23.9,2017/08/10,80.1,6,11.9,2017/08/10,290,22.6,2017/08/10,290,85,58,2017/08/16,996.5,298.0
466880,板橋,2017,9,2017/09,29.2,37.8,2017/09/27,23.5,2017/09/19,51.2,8,7.3,2017/09/12,70,13.9,2017/09/12,90,72,39,2017/09/20,1008.5,152.0
466900,淡水,2017,9,2017/09,28.7,35.6,2017/09/05,20.9,2017/09/18,59,6,5.3,2017/09/30,150,35.6,2017/09/29,80,74,46,2017/09/16,1007.7,199.0
466910,鞍部,2017,9,2017/09,22.8,30.5,2017/09/24,17.0,2017/09/17,307.5,9,10.6,2017/09/13,360,20.1,2017/09/01,180,86,33,2017/09/17,919.6,135.0
466920,臺北,2017,9,2017/09,29.6,38.6,2017/09/27,23.2,2017/09/18,175.6,9,7.7,2017/09/12,50,15.9,2017/09/12,50,65,35,2017/09/20,1006.0,167.3
466930,竹子湖,2017,9,2017/09,24.5,31.6,2017/09/27,19.6,2017/09/18,293.2,9,8.6,2017/09/02,10,17.0,2017/09/02,360,80,37,2017/09/17,942.8,173.5
466940,基隆,2017,9,2017/09,28.6,35.8,2017/09/27,22.3,2017/09/18,188.8,10,9.9,2017/09/13,360,15.1,2017/09/13,360,69,46,2017/09/15,1006.5,194.1
466950,彭佳嶼,2017,9,2017/09,28.0,34.0,2017/09/27,23.7,2017/09/18,19,2,19.8,2017/09/14,320,28.1,2017/09/14,340,81,54,2017/09/18,998.6,223.6
466990,花蓮,2017,9,2017/09,28.6,33.4,2017/09/22,23.8,2017/09/19,126,5,8.4,2017/09/06,170,13.2,2017/09/06,160,77,53,2017/09/12,1007.7,228.4
467050,新屋,2017,9,2017/09,28.7,36.7,2017/09/30,21.7,2017/09/18,18.3,7,13.2,2017/09/12,40,20.8,2017/09/12,40,78,47,2017/09/19,1006.9,222.9
467060,蘇澳,2017,9,2017/09,28.3,34.9,2017/09/15,23.1,2017/09/19,463,7,9.9,2017/09/02,70,18.1,2017/09/13,290,77,44,2017/09/15,1007.2,152.2
467080,宜蘭,2017,9,2017/09,28.7,35.4,2017/09/06,22.8,2017/09/18,660.8,9,11.4,2017/09/15,260,17.6,2017/09/15,270,78,45,2017/09/15,1009.0,199.7
467110,金門,2017,9,2017/09,28.9,35.8,2017/09/27,23.2,2017/09/19,29.4,4,8.9,2017/09/13,80,15.6,2017/09/13,70,75,41,2017/09/20,1006.7,247.6
467300,東吉島,2017,9,2017/09,29.0,34.3,2017/09/26,25.7,2017/09/03,19.7,4,15.4,2017/09/13,30,20.7,2017/09/13,20,80,61,2017/09/19,1004.8,275.2
467350,澎湖,2017,9,2017/09,29.3,35.1,2017/09/24,25.9,2017/09/19,20.1,2,9.4,2017/09/13,30,17.2,2017/09/13,20,79,54,2017/09/17,1008.3,266.3
467410,臺南,2017,9,2017/09,30.0,35.4,2017/09/20,25.6,2017/09/07,39.5,5,8.2,2017/09/07,180,13.1,2017/09/07,180,69,31,2017/09/19,1006.8,234.5
467440,高雄,2017,9,2017/09,30.2,35.1,2017/09/24,25.3,2017/09/01,32.5,8,7.4,2017/09/15,310,12.9,2017/09/06,140,74,50,2017/09/20,1009.0,235.9
467480,嘉義,2017,9,2017/09,29.5,36.7,2017/09/23,23.9,2017/09/16,117.2,7,7.1,2017/09/07,220,12.1,2017/09/07,220,76,42,2017/09/20,1006.0,228.0
467490,臺中,2017,9,2017/09,29.3,35.5,2017/09/27,24.5,2017/09/11,21.4,2,5.7,2017/09/13,20,11.1,2017/09/13,10,74,41,2017/09/20,999.7,195.3
467530,阿里山,2017,9,2017/09,15.7,22.6,2017/09/24,10.1,2017/09/18,171.6,15,4.8,2017/09/24,300,12.4,2017/09/24,290,89,43,2017/09/26,765.6,134.9
467540,大武,2017,9,2017/09,28.5,33.9,2017/09/25,24.4,2017/09/01,336.7,12,7.1,2017/09/30,30,14.4,2017/09/30,40,78,55,2017/09/12,1009.0,222.7
467550,玉山,2017,9,2017/09,9.7,22.0,2017/09/26,2.2,2017/09/16,81.5,7,18.7,2017/09/06,150,22.7,2017/09/06,150,70,13,2017/09/16,645.5,205.2
