siteID,year,month,キА放,程蔼放,程放,仓縩秖,獴ら计,程10だ牧硉,程俐丁硉,キА癸楞,程癸楞,キА代溃,羆ら酚计
467610,2019,6,27.5,33.4,22.4,95,15,5.8,11.3,84,65,1001.8,154.4
467620,2019,6,26.5,30.7,22.3,179.1,8,20.1,29.1,93,61,970.9,127.3
467650,2019,6,22.5,31.9,18.2,754.5,17,6.5,17.5,84,56,898.6,89.8
467660,2019,6,28.8,35.9,23.9,132.9,11,4.8,10.1,79,40,1005.1,172.6
467990,2019,6,24.4,31.2,19.7,337.2,13,10.3,18.9,90,64,996.1,103.2
466880,2019,7,29.9,36.9,24,362.7,16,7.4,16.3,73,40,1003.9,195.3
466900,2019,7,29.6,35.8,24.6,116.5,9,5.4,14.7,79,42,1003.2,199.3
466910,2019,7,23.5,29.2,19.3,315.2,16,8.8,23.4,90,65,916,115.9
466920,2019,7,30.3,37.4,24.8,439.3,16,8,16.5,73,37,1001.6,145.5
466930,2019,7,25.2,31.1,20.3,317,15,4,13.9,82,60,938.9,150.2
466940,2019,7,29.7,36.4,25,102.3,12,9.2,18.5,73,44,1001.9,199.9
466950,2019,7,28.8,33.2,24.9,37.3,9,22.9,30,83,65,994.2,252.4
466990,2019,7,29.3,34.7,24.4,66.5,12,11.6,17.6,77,56,1003.5,236.3
467050,2019,7,29.7,35.1,24.9,52.4,9,14.5,24.8,76,57,1002.4,234.5
467060,2019,7,29.1,34.4,25.4,88.5,10,8.9,15.3,78,43,1002.5,224.6
467080,2019,7,29.5,35.1,25.1,67.1,12,7.3,13.4,79,57,1004.6,204.3
467110,2019,7,28.5,35.5,25.2,45.3,8,8.8,14.3,83,53,1001.9,209.8
467300,2019,7,29.3,33,24.9,261.7,16,17.7,23.3,69,60,1001.4,201.7
467350,2019,7,29.1,34.3,24.6,178.5,12,8,17.6,85,57,1004.7,203.9
467410,2019,7,29.2,35.4,24.5,573,20,8,14.6,76,52,1003.8,174.2
467440,2019,7,29.3,35.2,23.7,500,18,7.5,14.8,81,55,1006,170.2
467480,2019,7,29.2,35.6,23.6,335.5,21,9,17.1,74,48,1002.8,172.1
467490,2019,7,29.4,36.6,23.1,177.5,13,6.5,15.4,79,53,996.2,165.2
467530,2019,7,14.3,23.9,9.9,267.2,20,4.6,11.4,95,48,763.1,96.6
467540,2019,7,29.2,35.9,23.7,216.7,16,7.8,18.3,78,48,1004.6,195.7
467550,2019,7,8.1,20.3,1.9,155.5,20,15.5,24.1,88,29,642,160.9
467571,2019,7,30.2,37.3,24.6,48.5,6,7.6,21.4,68,42,1001.9,236
467590,2019,7,28.9,33.3,23,587.5,23,9.5,21.8,86,53,1003.7,150.1
467610,2019,7,28.5,34.1,23.3,89,13,9.6,19.9,80,50,1001,237.8
467620,2019,7,26.6,30.8,22.5,346.8,18,23.2,37.7,93,62,970,128.2
467650,2019,7,23.3,34,18.8,216.5,16,5,13.8,84,40,897.9,118.7
467660,2019,7,29.8,34.2,25.1,136.9,10,6.5,16.4,77,54,1004.3,241.1
467990,2019,7,27.3,33.5,23.4,192.4,11,14,22.9,86,68,994.6,190.6
466880,2019,8,30,37.1,24.3,210,12,10.2,21.1,71,37,1001.8,212.2
466900,2019,8,29.4,36,24.3,192,9,6.6,18.9,77,46,1001.6,215.7
466910,2019,8,23.3,29.4,19.8,379.6,18,14.3,28,92,61,913.9,117.6
466920,2019,8,30.5,37.8,25.1,212.4,15,8.7,21.7,72,37,999.5,186.8
466930,2019,8,25.1,31.3,20.7,397.3,18,6.1,21.7,82,56,936.9,162.9
466940,2019,8,29.8,37.4,25.1,173.3,16,12.7,25.8,73,41,999.9,209.2
466950,2019,8,28.5,32.9,23.8,124.6,10,30.6,40.8,84,64,992.2,273.1
466990,2019,8,28.9,35.6,24.1,289,13,10.9,19.7,78,54,1001.6,218.8
467050,2019,8,29.3,37.4,24.3,172.6,10,16.4,27.7,78,52,1000.2,222
467060,2019,8,28.8,35.2,24.6,219.5,16,14.1,26.2,80,45,1000.6,194.9
467080,2019,8,29,36.9,23.6,218,18,10.1,18.6,81,53,1002.6,193.1
467110,2019,8,29.4,37.2,25,112.7,10,17.2,25.3,77,49,1000.2,240.9
467300,2019,8,28.7,32.7,25.3,169.2,14,23.2,32.4,83,74,998.7,178.9
467350,2019,8,28.5,34.8,24.8,169.6,10,12.8,27,88,65,1002.1,177.2
467410,2019,8,28.7,34.6,23.8,758,22,12.3,25.2,79,56,1001,122
467440,2019,8,28.8,33.2,25,726.2,21,12,22.3,84,63,1003.2,129.6
467480,2019,8,28.5,35.4,23.7,631.5,25,7.8,15.3,81,58,1000.1,114.9
467490,2019,8,28.4,36,23.8,768,24,5.3,12.9,86,49,993.5,93
467530,2019,8,14.5,24.3,9.4,1128.8,27,7.4,22.6,95,38,760.9,73.7
467540,2019,8,28.2,35.9,23.7,616.2,24,12.1,30.5,88,57,1002.1,154.8
467550,2019,8,8.3,20.1,3.6,602,22,27.6,46.4,91,28,640.2,111.1
467571,2019,8,29.5,36.5,24.1,211.4,15,9,21.8,74,45,999.7,212.7
467590,2019,8,28.3,34.1,24,839.6,26,10.2,20.9,88,47,1000.9,114.3
467610,2019,8,28,34.8,23.9,437.4,23,13.1,23.1,82,56,998.8,187.3
467620,2019,8,26.3,31.5,22.1,278.3,22,27.9,44.8,94,59,967.3,102.3
467650,2019,8,22.7,32.5,19.1,664.5,23,11.8,29.5,85,45,895.4,87.8
467660,2019,8,29.1,35.7,23.5,216.4,16,13,26.3,79,46,1002.2,192.1
467990,2019,8,28.2,34.5,24.5,27.3,12,11.8,22.4,83,59,993.8,226
466880,2019,9,27,35.9,19.6,291.4,14,7.6,16.5,76,39,1008.3,134.2
466900,2019,9,26.3,37,19.5,657,17,6.7,19.2,83,50,1007.6,147
466910,2019,9,20.7,27.9,16.1,1333.8,20,17.1,34.2,94,62,918.9,86.4
466920,2019,9,27.3,36.1,19.8,377.1,15,9,22.4,79,37,1006,139.7
466930,2019,9,22.4,30.2,16.8,1182.7,19,6.6,25.3,84,63,942.2,118.1
466940,2019,9,26.8,33.9,20.5,659.1,20,17.3,28.6,76,50,1006.4,115.8
466950,2019,9,26.6,31.1,22.3,80.5,14,35.1,52.1,80,51,998.2,221.1
466990,2019,9,27.4,34.2,21.7,228,13,13.4,26.3,75,44,1007,180.3
467050,2019,9,26.8,36.6,19.1,221.4,13,14.1,23.1,75,51,1006.6,176.8
467060,2019,9,26.8,31.7,21.1,472,16,16.6,29.8,78,49,1006.5,128.3
467080,2019,9,26.8,33.9,21.9,514.6,21,13.5,22.9,79,49,1008.8,127.7
467110,2019,9,28.5,36.1,22.1,2.7,4,8.2,17.4,67,25,1007,257.1
467300,2019,9,28,33.4,24.1,7.8,3,20.8,28.7,79,62,1003.9,239
467350,2019,9,27.8,33.6,24.2,0.6,2,11,22.9,79,48,1007.6,216.4
467410,2019,9,28.4,33.9,23.3,180,8,10.4,18.6,71,47,1005.6,202.6
467440,2019,9,28.7,32.8,24.5,247,8,10,18.5,76,50,1007.8,198.9
467480,2019,9,27.8,35,21.3,132.2,9,8.1,14.5,75,45,1004.9,190.9
467490,2019,9,27.7,35.6,21.8,133.5,7,6.9,17.6,78,49,998.4,150.5
467530,2019,9,13.3,20.9,7.6,115.3,14,4.6,15,92,45,763.7,110.6
467540,2019,9,27.4,34.6,21.9,243.7,16,7.5,15.3,81,48,1007.2,140.7
467550,2019,9,8,20.2,2.4,133.5,12,15.6,23.2,77,12,642.2,193.9
467571,2019,9,27.2,35.2,20.2,92,11,6.6,16.2,71,46,1005.9,196.1
467590,2019,9,27.6,32.9,22.6,356.5,14,9.3,19,81,43,1005.5,149.9
467610,2019,9,26.9,32.9,21.5,158.7,16,13.4,26.2,77,52,1004.1,164
467620,2019,9,25.1,30,21.2,390.7,20,32.9,52.3,92,54,971.7,99
467650,2019,9,22.1,29.9,15.8,92,5,6.4,13.9,79,51,899.2,107.4
467660,2019,9,27.5,32.5,22.5,202.1,11,8.3,19,77,50,1007.7,159.3
467990,2019,9,26.5,33.6,21.9,50.1,12,9.5,19.5,74,43,1000.8,239.2
466880,2019,10,24.9,34.8,18.6,33.5,7,7.8,16.9,71,38,1014.3,126.9
466900,2019,10,24.3,35.5,17.2,32.5,8,5.6,18.4,84,51,1013.5,183.8
466910,2019,10,18.3,27.3,14.2,232.4,17,17.1,31.8,90,55,923.5,97.3
466920,2019,10,25.3,34.8,19.9,27.1,8,7.9,17.1,74,37,1011.9,159
466930,2019,10,20,28.8,15.8,214.8,17,8.2,21.4,85,46,947.2,147
466940,2019,10,24.6,32.2,18.8,152.3,16,10.9,22.8,72,47,1012.4,128
466950,2019,10,24.2,29.6,19.7,9,7,35.4,49.2,73,52,1004.2,200.4
466990,2019,10,25.3,31.6,20.7,157,7,10.1,18.8,73,49,1013,130.2
467050,2019,10,24.4,32.9,20,8.8,6,14,21.8,70,48,1012.4,222.7
467060,2019,10,24.2,31.3,19.9,355.5,13,10.3,16.7,80,46,1012.6,134.8
467080,2019,10,24.4,34.9,18.5,228.7,15,7.8,13.5,78,48,1014.8,127.8
467110,2019,10,25.3,36.7,18.8,5,1,8.4,17.8,66,29,1012.8,207.6
467300,2019,10,26.4,33.2,23.4,0,0,19.9,25.7,79,67,1009.2,267.8
467350,2019,10,25.7,32.3,22.6,0,0,10.2,22.2,76,51,1013.1,241
467410,2019,10,27.1,33,21.5,0,0,8,14.6,69,50,1011,173.5
467440,2019,10,27.7,31.9,23.3,52.5,3,10.5,19.1,72,55,1013.3,232.7
467480,2019,10,25.9,34.5,18.8,5.5,2,5.8,10.1,74,46,1010.3,235
467490,2019,10,26.1,33.6,20.4,11.5,1,4.8,10.9,71,44,1003.9,214.2
467530,2019,10,11.6,18.7,5.9,22,6,4.2,7.8,91,40,766.5,126.2
467540,2019,10,25.9,34,20.2,71.1,11,7.6,16.1,76,50,1013.2,162.4
467550,2019,10,7.2,20,0.8,45.5,3,13.8,20,61,7,644.1,235.1
467571,2019,10,25.2,33.2,20.5,11.5,2,6.8,16.9,71,49,1011.4,238.6
467590,2019,10,26.5,32,22.5,28,5,12.1,23.4,75,45,1010.9,217.8
467610,2019,10,25.1,31.9,20.7,117,16,11.1,18.8,74,51,1010.2,153.9
467620,2019,10,23.8,30.2,21.1,122.2,12,20.4,32.7,87,57,977.2,141.1
467650,2019,10,20.8,29.1,15.8,9.5,1,4.1,8.6,76,52,903.5,134.8
467660,2019,10,25.8,31.9,21.7,25.3,5,8.4,18.7,74,52,1013.7,171.2
467990,2019,10,23.2,32.3,17.9,6.1,7,9,17,73,47,1006.7,199.1
466880,2019,11,21.7,30.2,15.6,18.9,9,6.6,13.7,74,35,1016.7,95
466900,2019,11,21.3,27.7,14.7,46.5,9,5.9,13.8,80,45,1015.8,125.3
466910,2019,11,15.2,23.7,9.5,436.6,23,8,19,93,26,924.6,65.5
466920,2019,11,22,31.1,16,13.8,11,8.2,16.6,75,36,1014.3,102.9
466930,2019,11,16.8,25.1,11.2,563.3,20,7.6,15.1,88,45,948.7,117.4
466940,2019,11,21.5,26.4,16.3,219,17,10.9,17.9,73,44,1014.9,71.5
466950,2019,11,21.5,26.4,16.1,42.3,9,15.6,23.8,71,46,1006.7,124.1
466990,2019,11,22.9,29.5,17.2,109.5,9,11.1,20.1,71,44,1015.1,95.5
467050,2019,11,21.2,28.1,15.5,32.5,9,14.9,23.4,71,47,1014.5,159.2
467060,2019,11,21.1,27.5,15.5,306.5,17,9.6,19.2,84,47,1015,55
467080,2019,11,21.2,30.6,15.8,136.1,16,7.8,13,80,53,1017.4,62.5
467110,2019,11,21.1,31.1,14.3,0,0,10.6,19.5,62,33,1015.3,213
467300,2019,11,23.7,27.5,20,0,0,22.4,29.6,79,68,1010.4,182.9
467350,2019,11,22.5,28,18.7,0,0,11.3,25.6,78,49,1014.8,153.3
467410,2019,11,23.5,31.6,16.8,0,0,7.3,11.7,71,47,1012.3,229.2
467440,2019,11,25.1,31.8,19.4,2,1,5.8,8.7,70,45,1014.5,215.2
467480,2019,11,22.6,31.7,15.5,0,0,5.3,9.6,72,34,1011.7,206
467490,2019,11,23,31.1,16.5,0,0,5.2,11.1,69,34,1005.2,239.3
467530,2019,11,10.6,19.7,2.4,0.4,1,3.7,6.6,76,22,766.3,178.5
467540,2019,11,24.5,29.8,16.9,11.3,7,8.2,17.8,70,50,1014.8,144
467550,2019,11,7.5,19.9,-0.1,0.5,1,12.3,18.8,41,7,643.6,264.7
467571,2019,11,21.8,29.4,16.1,6.9,3,7.6,20.6,70,45,1013.3,190.7
467590,2019,11,24.7,30.5,20.3,2.5,3,14.6,34.6,71,38,1011.8,175.5
467610,2019,11,23.1,29.3,17,40.1,12,11.2,20.3,72,49,1012,126.1
467620,2019,11,22,26.5,17.4,65.7,18,26.4,38.5,86,44,977.8,93.2
467650,2019,11,18.8,27.7,12.3,0,0,3.7,6.6,74,40,903.7,204.5
467660,2019,11,23.7,29.6,18.1,8.4,3,8.2,21.5,70,37,1015.2,147.4
467990,2019,11,18.7,25.6,12,0.2,1,9.2,18.8,73,47,1009.7,163.9
466880,2019,12,18.6,28.4,10.7,182,11,7.6,15,79,32,1019.9,57.6
466900,2019,12,18,26.8,10.1,195.5,8,5.3,14.4,82,44,1018.9,82.1
466910,2019,12,12.8,22.6,6.4,469,20,9.2,23.7,93,54,926.4,47.5
466920,2019,12,19.1,29.5,11.6,136.2,9,7.9,14.9,77,31,1017.4,80.8
466930,2019,12,14.3,23.1,8.5,532.6,17,8.9,17,88,51,950.9,87.3
466940,2019,12,18.6,28.3,13.5,352.6,18,12.4,19.8,77,42,1017.8,57.9
466950,2019,12,18.3,25.2,12.9,165.2,11,17.2,24.6,77,43,1009.5,80
466990,2019,12,20.2,27.1,13.6,133,16,11,19.4,75,43,1018,93.5
467050,2019,12,18,27.5,12,186,9,13.4,22.6,75,47,1017.8,107.5
467060,2019,12,18.6,25.9,12.4,391,18,9.9,21.6,85,38,1017.9,71.4
467080,2019,12,18.8,27.7,13.1,162.6,17,8,13.4,80,47,1020.3,74.1
467110,2019,12,16.8,25.9,9.9,75.8,8,8.7,17.9,70,28,1018.6,155.1
467300,2019,12,20.5,27.2,16.2,208.8,6,21.9,29.7,82,58,1013.7,160.3
467350,2019,12,19.1,27,14.9,139.4,5,10.9,26.3,84,47,1018.1,138.4
467410,2019,12,19.8,28.9,13,60.7,7,9.2,15.6,76,44,1015.7,182.5
467440,2019,12,21.8,29.6,14.6,22.3,4,6.9,10.4,71,36,1017.8,171
467480,2019,12,19.1,30,10.6,122,7,7.8,13.1,76,37,1015.1,167.2
467490,2019,12,19.3,29.5,12,94.5,5,6.3,14.3,75,38,1008.7,204.5
467530,2019,12,8.8,18.2,-1.5,144.5,8,4.3,9.4,74,17,766.9,176.6
467540,2019,12,21.8,28.5,15.7,69.4,11,8,15.8,72,42,1017.9,113
467550,2019,12,4.4,16.5,-4.8,103,9,20.3,29.3,39,7,643.6,232.6
467571,2019,12,18.3,26.9,12.5,140.2,9,6.8,18.5,75,38,1016.8,120.4
467590,2019,12,22.4,29.5,13.9,14.5,6,13.5,28,74,31,1015,173.4
467610,2019,12,20.5,27.9,15.6,144.4,17,10.3,22,75,46,1015.1,100.7
467620,2019,12,19.9,26.4,15.4,278.6,19,34.4,49.7,89,41,980.8,75.8
467650,2019,12,15.9,25.4,9.3,138,8,5.1,7.8,74,41,905.8,170.6
467660,2019,12,21.1,27.8,14.8,92,8,7.5,16.9,73,41,1018.3,113.6
467990,2019,12,14.2,24,8.9,40.6,7,8.9,20.7,78,44,1012.6,135.3
466880,2020,1,17.3,27.6,6.3,47.6,11,7.3,15.3,79,33,1018.9,78
466900,2020,1,16.8,26.8,7.3,71,9,5,13.4,82,43,1018.1,124.8
466910,2020,1,11.7,22.1,2.6,149.1,16,11.4,19.3,92,52,925.1,93.9
466920,2020,1,17.9,29.4,7.1,38.6,10,8.2,16.5,75,29,1016.5,113.2
466930,2020,1,13.1,23.6,3,72,13,9.6,20.5,87,50,949.8,114
466940,2020,1,17.2,26.5,8.3,189,14,10,16,77,40,1016.8,83.3
466950,2020,1,17,24.4,10.3,101.6,13,15.3,22.5,77,45,1008.5,94.6
466990,2020,1,19.5,27.2,11.6,50.7,15,8.6,14.4,77,46,1017.2,90.5
467050,2020,1,16.5,26.4,7.2,42,5,13.3,20.9,82,47,1017.4,101.6
467060,2020,1,18.1,26,10.5,90,10,8.3,23.3,80,32,1016.7,79.6
467080,2020,1,18.3,27.9,8,31.9,6,11.8,18.7,76,41,1019.1,94.8
467110,2020,1,15.6,25.5,7.5,37.7,2,8,16.4,73,32,1017.9,135.7
467300,2020,1,19.7,26.9,14.7,5.2,2,16.4,21.2,84,60,1013.8,161.6
467350,2020,1,18.4,27.3,13.2,8.4,2,8.7,19.1,82,40,1017.9,138.3
467410,2020,1,19,29.4,9.2,27.5,2,9.2,18.8,75,40,1015.7,244.5
467440,2020,1,20.9,29,11.7,26.5,4,8.9,14.7,70,33,1017.8,228
467480,2020,1,18.2,29.9,5.8,14,2,6.9,12.6,76,34,1015.2,217.6
467490,2020,1,18,29,6.9,20,1,5.3,12.5,76,34,1008.7,225.1
467530,2020,1,6.8,16.7,-4.3,38.2,2,4.7,13.1,70,20,766,217
467540,2020,1,21.3,28.8,13.2,74.4,11,7.1,14.9,71,49,1017.4,122.1
467550,2020,1,1.8,18.9,-12.2,7.7,2,20.3,29.8,35,8,642.1,279.3
467571,2020,1,16.7,27.5,8.1,36,4,5.9,15.9,78,42,1016.4,134.4
467590,2020,1,21.9,29.3,15.3,57.2,5,10.2,20.9,76,35,1015,196.7
467610,2020,1,19.8,27.5,13.4,66.1,16,9.2,17.6,76,47,1014.5,93.9
467620,2020,1,19.6,25.9,14.2,198.4,20,19.7,27.3,86,36,981,118
467650,2020,1,14.8,24.7,3.5,11.5,2,6.8,10.4,72,29,905.3,200.3
467660,2020,1,20.5,27.2,13.4,34.6,9,7.3,16.9,74,46,1017.8,114.4
467990,2020,1,12.9,21.4,7.6,31.2,7,8.4,15.4,80,45,1011.5,89.1
466880,2020,2,18.1,29.6,9.7,37.5,5,7.5,14.4,76,31,1020.8,96.9
466900,2020,2,17.3,27.6,7.1,50.5,6,5.7,14.9,85,47,1019.9,156.1
466910,2020,2,12.4,22.7,2.5,160,14,8.1,18.3,90,55,927.1,93.8
466920,2020,2,18.7,31.6,8.5,29.6,8,7.4,16.3,72,30,1018.4,126
466930,2020,2,13.9,24.9,3.5,119.6,14,8.7,18.9,84,39,951.8,126.8
466940,2020,2,17.7,27.4,8.6,161.7,13,9.7,15.4,76,34,1018.7,93.6
466950,2020,2,17.7,24.7,9.3,81.1,11,18.6,25.2,76,49,1010.5,99.9
466990,2020,2,19.6,27.8,12.1,18.6,9,10.7,18.7,74,51,1019.5,83.7
467050,2020,2,16.9,26.1,9.3,53.7,5,13.5,20.9,83,52,1019.8,138.6
467060,2020,2,18.2,27.1,9.7,243.5,17,8.3,20.1,83,45,1018.9,57.2
467080,2020,2,18.4,29.3,8.9,40,11,8.1,12.9,77,52,1021.3,76.6
467110,2020,2,15.5,27.9,7.5,47.6,6,9.2,20,72,38,1019.6,163.6
467300,2020,2,20.3,27.9,14.8,2.4,1,18.2,25.6,84,68,1015.6,168.7
467350,2020,2,18.8,27.6,13.1,7.1,4,9.6,18.9,82,41,1019.7,149.5
467410,2020,2,20,30.3,11.1,1.5,1,9.7,15.3,70,31,1017.5,226.4
467440,2020,2,21.8,29.9,13,0.5,1,7.5,12.2,69,39,1019.7,218.7
467480,2020,2,19.2,30.1,8.3,10,1,8.1,13.3,76,41,1016.9,201.4
467490,2020,2,19,30.2,8.4,4.5,2,5.3,11.7,72,28,1010.5,212.5
467530,2020,2,6.7,16.3,-2.2,40.5,3,4.5,12.5,79,20,767.4,164.8
467540,2020,2,20.9,29.4,12.2,109.1,17,8.5,16.2,74,51,1019.6,98.8
467550,2020,2,1.4,17.8,-10.4,11.5,3,14.8,26.4,54,8,643.1,216.4
467571,2020,2,17.6,28.7,8.3,55,6,6.3,15.1,74,46,1018.1,150.7
467590,2020,2,21.9,29.4,15.4,53,8,10.9,23.8,79,43,1017.1,162.9
467610,2020,2,20,27.9,11.8,69.8,18,9.1,16.9,77,54,1016.6,68.5
467620,2020,2,19.6,26.2,13.2,103.2,13,18,27.5,84,40,983.2,91.1
467650,2020,2,15.7,27.2,5.7,70.5,2,6.3,17,71,37,906.9,195.3
467660,2020,2,20.5,28.4,12.9,32.2,10,7.9,18,75,51,1020,86.5
467990,2020,2,12.5,23.5,6.7,90.6,9,7.5,15.4,80,50,1013.4,117.8
466880,2020,3,20.3,32.8,13.9,307,17,5.9,12.2,79,26,1015,78.5
466900,2020,3,19.6,30.8,10.5,139.5,14,6.7,16.9,86,33,1014.3,95
466910,2020,3,14.6,26.5,7.2,266,22,9.7,20.3,91,47,922.6,79.7
466920,2020,3,20.8,34.2,13,245.5,17,7.5,14.7,75,24,1012.7,87.1
466930,2020,3,16,27.7,7.4,204.9,20,8.5,19.7,89,39,947,100.8
466940,2020,3,19.7,31.2,12.4,202.7,20,10,15.7,81,32,1013.1,81
466950,2020,3,19,27.6,12.9,131.5,17,17.8,23.5,80,36,1004.9,80.8
466990,2020,3,21.4,29.5,15.1,119.1,17,14.3,19.4,80,46,1013.8,91.7
467050,2020,3,19.3,28.9,11.9,167.8,12,12.1,19.2,87,36,1014.2,105.7
467060,2020,3,20,28.7,13.4,161.5,17,9.8,20.5,84,29,1013.1,99.2
467080,2020,3,20.5,30.5,13,68.7,14,7.7,12.9,79,38,1015.5,98.6
467110,2020,3,17.6,26.7,10.1,39,11,8.7,17.7,77,35,1013.8,103.2
467300,2020,3,22.8,29.4,18.5,33.8,4,18.1,23.5,80,58,1010.5,204.7
467350,2020,3,21.8,29.7,17.2,29.1,5,9.1,19.4,81,25,1014.3,172.7
467410,2020,3,23.3,31.7,15.5,29.5,3,8.8,16.2,72,46,1012.4,230.2
467440,2020,3,24.7,32,18.1,29,3,8,11.4,71,47,1014.6,227.8
467480,2020,3,22.4,33.4,13.9,58,5,8.2,13.3,76,41,1011.7,187.2
467490,2020,3,22.3,33.2,14.5,55,6,5.3,11.4,70,35,1005.3,178
467530,2020,3,9.7,18.1,2.2,136.5,8,5.1,15.3,82,27,765.4,136.6
467540,2020,3,23.2,34.6,15.2,88.4,10,8.1,14.9,75,46,1014.2,144.2
467550,2020,3,2.7,15.5,-3.1,89,7,18,26.2,76,10,642.4,137.6
467571,2020,3,20,31.1,13,105,12,5.5,14,79,37,1012.7,109.6
467590,2020,3,24,31.6,18.3,12,3,11.4,23.2,80,43,1012.1,211.8
467610,2020,3,21.6,29.1,15.5,128.3,20,8.7,16.8,80,48,1011.1,70
467620,2020,3,21.3,27.8,15.4,268.2,17,16.5,29,91,48,978.3,77.7
467650,2020,3,18,29.4,9.3,90,5,8,13.4,76,37,903.2,139
467660,2020,3,22.7,30.9,15.9,41.2,10,7.6,15.7,78,39,1014.3,115.2
467990,2020,3,14.1,25.4,8.1,193.7,20,8.6,16.8,86,60,1007.4,80.4
466880,2020,4,20.4,32.1,9.9,97.1,15,7.3,14.1,76,24,1015.4,102.2
466900,2020,4,20.1,30.5,9.7,70,13,5.6,12.1,79,36,1015.2,113.6
466910,2020,4,14.5,24.9,6.1,134.8,19,10.1,20.3,88,36,923.4,82.5
466920,2020,4,20.9,33.6,10.3,87.9,15,8.1,15.9,73,22,1013.5,93.6
466930,2020,4,16.1,26.6,7.3,99.7,16,8.9,19.2,85,34,947.7,100.7
466940,2020,4,19.8,30.5,11.1,223.8,20,8.1,14.1,80,30,1013.8,101.3
466950,2020,4,19.9,28.3,14.6,46.5,16,15.7,22.6,73,32,1005.7,112.3
466990,2020,4,21.5,30.1,15,57,14,9.2,15.3,79,44,1014.4,66.9
467050,2020,4,20,27.7,9.4,71.3,14,12.7,21.7,81,30,1014.8,119.8
467060,2020,4,20.3,30.7,11.9,327,16,8.7,19.5,82,21,1014,77
467080,2020,4,20.4,30.9,10.8,124.2,14,9.1,14.6,78,32,1016.3,81.4
467110,2020,4,19.2,32.1,12.3,41.6,8,9.3,17,70,23,1014.4,151.8
467300,2020,4,22.9,30,19,39.8,6,15.7,22.8,77,47,1011,172.5
467350,2020,4,21.7,30.1,16.5,45.1,8,8,17.2,80,19,1014.8,136.9
467410,2020,4,23.4,32,15.6,23,3,9.5,17.4,69,32,1012.8,203.8
467440,2020,4,25,31,17.1,34.5,2,8.3,13.3,69,36,1014.9,218.3
467480,2020,4,22.4,33.8,11.6,37,6,7.4,12.6,75,29,1012.1,175.1
467490,2020,4,22.2,32.8,12.8,59.5,9,5.7,13.2,70,20,1005.7,154.5
467530,2020,4,9.9,19.4,-0.8,101.3,11,4.7,9.9,79,21,765.7,123.6
467540,2020,4,23.6,34.2,17,46.5,10,6.4,13.6,71,38,1014.7,117.7
467550,2020,4,3,20.1,-6.8,85.4,11,11.7,22,83,10,643.1,136.1
467571,2020,4,20.5,29.6,9.5,72.5,10,5.7,13.4,74,28,1013.2,116.7
467590,2020,4,24.7,32.4,17.2,6,2,10.4,21.5,73,31,1012.4,205.5
467610,2020,4,22,29.5,15.6,58.6,14,8.2,14.1,78,38,1011.7,59.1
467620,2020,4,21.6,28.5,15.9,99.2,15,16.5,28.4,87,33,978.7,116.2
467650,2020,4,18,29.1,7.4,72,9,6.7,13.3,75,31,903.7,118.1
467660,2020,4,22.9,31.2,16.3,48.2,6,7.8,14.8,74,36,1015,80.2
467990,2020,4,16.3,26.9,9.1,41.2,8,9.2,17.2,79,43,1008.1,161.6
466880,2020,5,26.6,35.6,20.2,427.6,15,6.6,19.1,78,35,1007.7,127.4
466900,2020,5,25.9,34.2,20.9,316,14,4.7,12.1,84,25,1007.4,122.9
466910,2020,5,21.2,28.3,16.3,428.4,16,7.3,16.2,88,34,918.3,70.6
466920,2020,5,26.9,36.6,21.8,405.8,15,7.1,13.9,77,32,1005.5,107.2
466930,2020,5,22.4,29.7,17.8,391,16,5.8,14.7,88,46,941.9,93.4
466940,2020,5,25.9,34.4,21.6,475.7,18,8.6,16.6,84,43,1005.8,120.3
466950,2020,5,24.4,30.6,19.9,327,15,26.2,37.9,90,54,998,136
466990,2020,5,26.1,32.8,22,171.5,21,12.1,17.6,83,59,1007.1,118.2
467050,2020,5,25.8,31.6,19.5,413.4,13,12.1,18.9,86,48,1007.2,155.8
467060,2020,5,25.5,31.4,21.7,212,21,11,19.7,88,53,1006.1,96.8
467080,2020,5,25.8,33.6,21,342.3,17,8.4,13.8,85,66,1008.3,88.8
467110,2020,5,25,36.8,19.3,61.1,13,9,16,81,27,1005.9,135.3
467300,2020,5,27.2,33.9,23.9,243.3,10,16.6,22,82,63,1004.7,210.1
467350,2020,5,26.7,33.8,22.1,273.1,9,7,14.2,88,38,1008,189.3
467410,2020,5,28.1,34.7,23,470.5,10,9.2,17,76,37,1006.8,222
467440,2020,5,28.6,34.5,23.3,748,9,7.4,15.1,79,50,1009.1,221
467480,2020,5,27.8,35.6,20.7,287.3,15,8.3,14.4,76,37,1005.9,190.5
467490,2020,5,27.5,36.9,21.8,306.5,11,5.7,10.8,75,34,999.4,167.2
467530,2020,5,13.5,21.7,8.8,726.9,21,4.3,14.2,87,39,764.4,104.8
467540,2020,5,27.6,37.3,22.6,336.5,13,7.1,16,77,41,1007.9,184.7
467550,2020,5,6.8,20,0.3,609.5,19,13.1,25.6,95,30,644,98
467571,2020,5,26.6,33.5,20.4,353.2,13,5.7,16.9,78,36,1005.8,159.5
467590,2020,5,28,34.2,23.7,220.8,15,8.7,18.5,86,43,1006.8,196.9
467610,2020,5,26.2,32.7,22.1,194.4,21,7.4,14,86,62,1004.6,132.9
